27,6
24,29
5,42
3,7
34,63
45,53
50,25
27,14
25,16
51,69
45,65
13,1
36,67
3,3
37,4
4,17
23,23
6,23
44,53
30,59
48,67
49,57
48,21
37,15
10,15
36,53
29,2
1,23
67,63
55,57
35,29
21,23
43,51
45,20
25,17
41,63
29,1
43,10
7,3
13,9
31,68
27,3
7,14
9,21
31,6
27,23
57,66
40,17
21,9
47,66
35,5
70,55
5,14
41,1
49,60
36,33
55,58
30,23
24,27
57,65
21,21
26,19
39,15
51,22
37,25
37,11
66,39
68,57
63,62
29,69
39,19
3,24
43,19
43,55
15,31
63,58
17,1
19,25
69,51
5,20
41,53
27,25
26,5
21,11
34,5
39,21
45,64
13,7
9,5
31,15
34,3
2,21
1,12
51,68
31,29
40,57
8,7
9,13
5,29
53,61
7,1
67,47
61,64
33,20
59,56
51,20
67,57
40,55
39,13
13,15
36,21
39,24
61,67
39,27
2,25
42,61
47,51
37,20
34,11
35,27
53,60
4,27
51,17
48,59
32,25
37,29
33,32
11,20
45,9
9,25
38,19
15,20
45,61
30,3
41,64
32,7
39,10
54,61
41,9
29,12
45,17
51,57
24,13
1,15
37,7
31,7
42,65
22,17
50,63
46,17
7,11
29,8
42,17
49,65
33,61
37,55
61,65
25,13
40,19
27,24
12,7
55,67
35,55
7,27
65,68
44,23
35,57
47,56
37,63
66,69
35,60
6,9
17,18
40,67
38,11
3,23
9,11
43,57
25,21
18,27
19,18
56,59
66,65
19,4
5,9
29,36
23,20
38,63
44,55
27,1
1,29
33,60
23,7
13,4
60,65
31,66
41,8
28,9
7,6
7,19
5,17
5,10
45,21
59,50
25,11
31,11
41,13
39,23
51,19
10,19
67,60
69,57
2,23
33,33
19,5
19,1
47,52
46,51
27,31
35,62
7,28
20,13
55,63
66,55
9,9
31,65
58,61
8,9
31,3
33,35
3,0
58,57
28,15
19,19
49,19
42,29
7,29
47,54
48,61
27,17
36,23
15,9
43,49
36,65
34,23
11,24
19,9
29,11
10,1
59,55
41,65
24,9
30,29
1,3
63,69
47,19
38,35
43,65
49,61
9,17
32,53
27,16
49,18
34,7
29,35
43,1
8,11
35,7
68,65
19,24
7,22
33,7
43,61
30,11
14,13
13,16
50,61
32,41
35,18
7,13
25,18
23,1
33,55
37,23
47,21
16,25
58,63
39,11
16,9
